vx vy vz x y z beamid spotid
-0.0209404 -0.138084 -0.152028 -12.6029 -3.03642 9.14856 2 94
-0.0233589 -0.1484 -0.155067 -11.3 -2.22422 9.40365 2 95
-0.0288897 -0.145847 -0.147288 -11.3003 -2.8862 9.00133 2 96
-0.0115647 -0.165234 -0.170532 -10.6526 0.387817 9.43664 2 97
-0.0211932 -0.15426 -0.164571 -10.6503 -1.30033 10.0722 2 98
-0.01885 -0.165171 -0.16555 -10.0067 -0.0236073 9.32275 2 99
-0.0282944 -0.17045 -0.162907 -8.72005 0.294241 9.00393 2 100
-0.033775 -0.168699 -0.155344 -8.71802 -0.378336 8.62541 2 101
-0.0440981 -0.159588 -0.147713 -8.70367 -1.9576 9.14031 2 102
0.0053939 -0.161737 -0.177253 -13.0346 0.898155 8.95835 2 103
-0.0036486 -0.149477 -0.170198 -13.0488 -0.793646 9.53028 2 104
-0.0144919 -0.141399 -0.155282 -13.0535 -2.30044 8.77419 2 105
-0.0223967 -0.134566 -0.147956 -13.0604 -3.41855 8.74708 2 106
0.0047962 -0.167328 -0.178751 -12.3457 1.45106 8.9617 2 107
-0.0022724 -0.15892 -0.171538 -12.3521 0.132812 9.16585 2 108
-0.0018323 -0.166377 -0.173321 -11.6615 0.915539 8.94084 2 109
-0.0315936 -0.149704 -0.144122 -10.9751 -2.72035 8.62558 2 110
-0.0174259 -0.165827 -0.16229 -10.2869 -0.0371685 8.7746 2 111
-0.0257994 -0.158818 -0.15435 -10.284 -1.30129 8.91023 2 112
-0.0403325 -0.153017 -0.137401 -10.2819 -2.92929 8.27028 2 113
-0.0263365 -0.166143 -0.15667 -9.59766 -0.45508 8.63075 2 114
-0.0355788 -0.158641 -0.148512 -9.59098 -1.82161 8.86358 2 115
0.0100779 -0.161683 -0.180561 -13.8416 1.2402 8.63958 2 116
0.0029687 -0.15819 -0.174036 -13.1323 0.392191 8.90567 2 117
-0.0174159 -0.141012 -0.150376 -13.1474 -2.52283 8.27821 2 118
-0.0273205 -0.130173 -0.143266 -13.1603 -4.11519 8.65742 2 119
-0.0122828 -0.148248 -0.160285 -12.4226 -1.55621 9.0853 2 120
-0.0135524 -0.153839 -0.162019 -11.6981 -1.09475 9.2154 2 121
-0.018441 -0.153374 -0.153565 -11.6975 -1.54531 8.48808 2 122
-0.0373469 -0.155175 -0.140358 -10.2509 -2.51525 8.27078 2 123
-0.0441154 -0.158952 -0.130806 -10.2528 -2.68281 7.26942 2 124
-0.0108777 -0.14998 -0.156722 -12.8726 -1.35751 8.18076 2 125
-0.0192239 -0.143954 -0.14783 -12.8778 -2.42625 8.00057 2 126
-0.0191019 -0.151561 -0.149467 -12.1146 -1.80122 8.0027 2 127
-0.0291124 -0.14346 -0.140564 -12.1197 -3.17111 8.1121 2 128
-0.0289348 -0.15257 -0.142237 -11.3554 -2.34119 7.91754 2 129
-0.0129562 -0.168767 -0.162971 -10.5975 0.42342 8.25812 2 130
-0.0145109 -0.164058 -0.155839 -11.3748 -0.340387 7.68267 2 131
-0.0416835 -0.153021 -0.207496 -9.02368 -0.631155 15.0211 2 132
-0.0253157 -0.160348 -0.209421 -10.3923 0.932312 14.5423 2 133
-0.0259621 -0.162105 -0.203913 -9.80889 0.971663 13.8253 2 134
-0.0313999 -0.160645 -0.200886 -9.22591 0.544207 13.7114 2 135
-0.023188 -0.159502 -0.203874 -10.3836 0.642847 13.9225 2 136
-0.0288599 -0.164413 -0.202306 -9.19349 1.22797 13.5456 2 137
-0.0231083 -0.156747 -0.197988 -10.3747 0.0345612 13.447 2 138
-0.0202737 -0.153491 -0.197862 -10.9788 -0.330921 13.5208 2 139
-0.0230402 -0.149135 -0.196443 -10.9788 -1.05088 13.6595 2 140
-0.0223106 -0.156129 -0.193744 -10.3649 -0.171288 13.0194 2 141
-0.0251071 -0.151574 -0.189612 -10.3659 -0.994011 12.9322 2 142
-0.0151626 -0.149714 -0.206383 -12.5505 -0.295893 14.4955 2 143
-0.0199641 -0.140558 -0.205692 -12.5487 -1.73315 14.8534 2 144
-0.0153625 -0.152067 -0.201685 -11.9197 -0.192305 13.8515 2 145
-0.0224648 -0.145737 -0.194828 -11.2914 -1.50078 13.6091 2 146
-0.0209281 -0.160488 -0.190795 -10.0422 0.337433 12.4146 2 147
-0.024293 -0.163469 -0.190796 -9.41753 0.686701 12.3081 2 148
-0.0274502 -0.158876 -0.180097 -9.42441 -0.414289 11.6593 2 149
-0.013777 -0.148427 -0.20301 -12.582 -0.502977 14.1027 2 150
-0.0162226 -0.143504 -0.201812 -12.5806 -1.265 14.2219 2 151
-0.0191564 -0.139129 -0.202404 -12.5803 -1.94781 14.5131 2 152
-0.0147826 -0.151469 -0.199796 -11.9394 -0.305593 13.6445 2 153
-0.0195695 -0.140524 -0.19087 -11.935 -2.09558 13.2887 2 154
-0.0220384 -0.144561 -0.189899 -11.2976 -1.75482 13.1471 2 155
-0.0247281 -0.147807 -0.18435 -10.6607 -1.61262 12.5719 2 156
-0.0241283 -0.15555 -0.181042 -10.0256 -0.732918 11.8453 2 157
-0.028024 -0.151028 -0.176728 -10.0271 -1.55359 11.8199 2 158
-0.0240343 -0.163323 -0.186515 -9.38646 0.500443 11.8761 2 159
-0.0280495 -0.158759 -0.175379 -9.39353 -0.615711 11.228 2 160
-0.0124488 -0.146853 -0.198818 -12.6261 -0.75663 13.631 2 161
-0.015332 -0.141927 -0.198109 -12.6253 -1.50322 13.8329 2 162
-0.0182729 -0.137098 -0.197667 -12.6243 -2.24847 14.0349 2 163
-0.0131139 -0.156903 -0.204183 -11.9705 0.607466 13.8468 2 164
-0.0136983 -0.150288 -0.19573 -11.966 -0.532604 13.2064 2 165
-0.0153846 -0.15326 -0.190274 -11.3071 -0.417778 12.5496 2 166
-0.0185763 -0.147784 -0.184196 -11.3062 -1.36812 12.3018 2 167
-0.0220888 -0.143393 -0.184935 -11.3063 -2.01883 12.7005 2 168
-0.0104086 -0.165325 -0.187243 -10.6512 1.09109 11.3002 2 169
-0.0161797 -0.162566 -0.198722 -10.6492 1.04653 12.9819 2 170
-0.0213132 -0.151585 -0.18109 -10.6517 -1.11787 11.9407 2 171
-0.0250688 -0.14708 -0.180181 -10.6517 -1.82522 12.2132 2 172
-0.0172086 -0.16479 -0.189917 -9.99389 0.960983 11.9102 2 173
-0.0202722 -0.167428 -0.181521 -9.3436 0.907705 10.9154 2 174
-0.0107125 -0.153165 -0.207157 -13.0509 0.393225 14.3339 2 175
-0.0133378 -0.13991 -0.19758 -13.0389 -1.62599 13.7618 2 176
-0.0165612 -0.135106 -0.198135 -13.0387 -2.35611 14.0767 2 177
-0.0179339 -0.137971 -0.190608 -12.348 -2.28717 13.265 2 178
-0.007639 -0.16456 -0.183163 -10.9787 0.90589 10.7595 2 179
-0.0229706 -0.145415 -0.178052 -10.9787 -1.99777 11.993 2 180
-0.014636 -0.164255 -0.187436 -10.2948 0.856766 11.5757 2 181
-0.02553 -0.166383 -0.18327 -8.9289 0.752659 11.3563 2 182
-0.0597065 -0.147016 -0.170856 -7.56999 -3.04478 12.5463 2 183
-0.0091166 -0.1519 -0.204677 -13.1451 0.223446 14.0131 2 184
-0.01316 -0.138763 -0.196923 -13.135 -1.75066 13.7136 2 185
-0.0163767 -0.133238 -0.195931 -13.1331 -2.58946 13.8768 2 186
-0.0099734 -0.157709 -0.194502 -11.6973 0.464228 12.5574 2 187
-0.0126012 -0.151015 -0.18533 -11.6942 -0.711084 12.0012 2 188
-0.0119998 -0.161393 -0.19215 -10.9788 0.746336 12.1811 2 189
-0.0200301 -0.149502 -0.173645 -10.9787 -1.52638 11.2227 2 190
-0.0187169 -0.167663 -0.173782 -9.5556 0.631741 10.0132 2 191
-0.0325127 -0.153475 -0.165515 -9.55741 -1.73028 10.7813 2 192
-0.0230637 -0.171303 -0.172152 -8.84561 0.925642 9.67543 2 193
-0.0046639 -0.152016 -0.198518 -13.2407 0.229275 13.0371 2 194
-0.0073323 -0.145364 -0.195011 -13.2365 -0.742849 13.0142 2 195
-0.0077609 -0.1604 -0.195023 -11.7317 0.881765 12.3742 2 196
-0.0105774 -0.153833 -0.187739 -11.7292 -0.240278 12.0318 2 197
-0.0056221 -0.1674 -0.176809 -10.9787 1.03082 9.66668 2 198
-0.0093013 -0.162581 -0.179113 -10.9787 0.479353 10.5121 2 199
-0.0095274 -0.171473 -0.173336 -10.2346 1.25363 9.13849 2 200
-0.0138972 -0.166645 -0.171462 -10.2343 0.516109 9.5881 2 201
-0.0179237 -0.17074 -0.170018 -9.49085 0.841736 9.27325 2 202
-0.041269 -0.155421 -0.159838 -8.74772 -1.91516 10.4751 2 203
-0.0072344 -0.150383 -0.205463 -13.7667 0.221199 14.1104 2 204
-0.0067356 -0.139035 -0.191482 -13.7441 -1.41653 12.7535 2 205
-0.0020978 -0.158521 -0.198643 -12.9618 1.04935 12.6224 2 206
-0.0080837 -0.144519 -0.189533 -12.9532 -1.04688 12.4638 2 207
-0.01203 -0.137524 -0.18467 -12.9487 -2.09634 12.3641 2 208
-0.0016659 -0.160164 -0.184754 -12.1596 0.700861 10.8206 2 209
-0.0052642 -0.164157 -0.17526 -11.3706 0.6465 9.65267 2 210
-0.0093418 -0.168814 -0.170477 -10.5878 0.83559 9.00224 2 211
-0.0368896 -0.157199 -0.159349 -9.02405 -1.6208 10.1427 2 212
-0.0516067 -0.157483 -0.145583 -8.25398 -2.4542 9.41381 2 213
-0.0563397 -0.152401 -0.143431 -8.25412 -3.27266 9.7832 2 214
-0.0076566 -0.142821 -0.184817 -13.0127 -1.31099 11.9625 2 215
-0.0121654 -0.135859 -0.180445 -13.0089 -2.34704 11.9574 2 216
-0.001567 -0.159653 -0.180698 -12.1955 0.514509 10.3251 2 217
-0.0061344 -0.156054 -0.191625 -12.2035 0.325489 12.1268 2 218
-0.0082741 -0.159456 -0.181002 -11.385 0.245094 10.8518 2 219
-0.0250792 -0.173518 -0.160763 -8.96647 0.579622 8.30102 2 220
-0.0380801 -0.157328 -0.157432 -8.96144 -1.70254 10.0016 2 221
-0.0300348 -0.17729 -0.161192 -8.16192 0.988331 8.07981 2 222
-0.0369152 -0.172953 -0.154739 -8.16512 0.0317936 8.23189 2 223
-0.0558527 -0.158444 -0.138863 -8.17184 -2.72132 8.90474 2 224
-0.0587563 -0.152678 -0.140593 -8.16766 -3.41567 9.61093 2 225
-0.0056062 -0.146582 -0.188319 -13.0377 -0.732439 12.1036 2 226
-0.0036539 -0.158487 -0.189678 -12.2149 0.624035 11.6295 2 227
-0.0090117 -0.14989 -0.172973 -12.2055 -0.993748 10.4187 2 228
-0.0388191 -0.156454 -0.143209 -9.7634 -2.34693 8.62498 2 229
-0.0434638 -0.150742 -0.140804 -9.76343 -3.19077 9.02546 2 230
-0.0405863 -0.161098 -0.147789 -8.94906 -1.71494 8.87464 2 231
-0.0510638 -0.157115 -0.13586 -8.95631 -2.91439 8.50943 2 232
-0.0064042 -0.143669 -0.175882 -13.0431 -1.35143 10.7799 2 233
-0.0110415 -0.172691 -0.163303 -10.569 0.887304 7.74631 2 234
-0.0184728 -0.167594 -0.155547 -10.5697 -0.147488 7.77369 2 235
-0.0364686 -0.150738 -0.141108 -10.5704 -2.8982 8.56447 2 236
-0.0423057 -0.15727 -0.13784 -9.7552 -2.55763 8.18091 2 237
-0.0469955 -0.151602 -0.135524 -9.755 -3.39631 8.60654 2 238
-0.0582472 -0.152334 -0.129889 -8.94085 -3.89759 8.63995 2 239
0.0107649 -0.162216 -0.180478 -13.9453 1.31721 8.43113 2 240
0.0096703 -0.16835 -0.179353 -13.0974 1.74964 8.2021 2 241
0.0055545 -0.162125 -0.176417 -13.0986 0.918333 8.72999 2 242
-0.0169704 -0.142347 -0.160715 -12.2485 -2.34788 9.8278 2 243
-0.0341859 -0.157178 -0.140271 -10.5585 -2.1925 7.85221 2 244
-0.0450319 -0.169338 -0.138007 -8.87953 -1.38685 7.29121 2 245
-0.0126633 -0.142955 -0.161178 -12.7565 -2.0167 9.44007 2 246
-0.0031343 -0.156966 -0.165696 -12.8034 -0.213732 8.35847 2 247
-0.0044906 -0.150433 -0.170953 -12.8111 -0.744421 9.70267 2 248
-0.0134843 -0.142511 -0.159076 -12.8033 -2.12658 9.23664 2 249
-0.0174937 -0.137841 -0.154682 -12.9123 -2.80834 9.168 2 250
-0.0150023 -0.145248 -0.152469 -12.9705 -2.02984 8.20044 2 251
